incidentId,detectedDate,incidentType,severity,nis2Reportable,reportedToAuthorityDate
INC-000338,2026-05-10T19:08:10,Anomalous Network Traffic,Critical,true,2026-05-13T12:08:10
INC-000339,2024-05-30T15:52:30,Unauthorized Access Attempt,High,true,2024-06-01T19:52:30
INC-000340,2025-06-07T02:39:34,Unauthorized Access Attempt,Medium,false,
INC-000341,2025-04-22T00:55:59,Malware Detection,Low,false,
INC-000342,2025-03-16T05:13:19,Anomalous Network Traffic,Low,false,
INC-000343,2024-02-07T02:20:14,Configuration Tampering,Low,false,
INC-000344,2025-09-02T06:21:34,Suspicious Firmware Modification,Medium,false,
INC-000345,2026-04-15T14:26:10,Unauthorized Access Attempt,High,true,2026-04-17T04:26:10
INC-000346,2024-11-26T09:32:03,Malware Detection,Medium,false,
INC-000347,2026-02-15T04:14:18,Malware Detection,High,true,2026-02-17T16:14:18
INC-000348,2025-03-05T16:45:45,Malware Detection,High,true,2025-03-06T02:45:45
INC-000349,2025-01-18T07:31:28,Configuration Tampering,Critical,true,2025-01-18T12:31:28
INC-000350,2026-01-09T10:23:05,Unauthorized Access Attempt,High,true,2026-01-10T20:23:05
INC-000351,2024-12-13T02:59:24,Denial of Service,Critical,true,2024-12-15T12:59:24
INC-000352,2025-07-05T20:47:01,Malware Detection,High,true,2025-07-08T04:47:01
INC-000353,2025-03-23T09:51:45,Unauthorized Access Attempt,Medium,false,
INC-000354,2024-09-10T11:56:52,Unauthorized Access Attempt,Critical,true,2024-09-11T09:56:52
INC-000355,2026-02-14T00:10:03,Malware Detection,Low,false,
INC-000356,2026-03-16T20:25:29,Anomalous Network Traffic,Medium,false,
INC-000357,2025-09-15T14:56:30,Suspicious Firmware Modification,High,true,2025-09-15T21:56:30
INC-000358,2025-01-06T16:27:15,Unauthorized Access Attempt,Medium,false,
INC-000359,2026-06-06T03:56:26,Configuration Tampering,Medium,false,
INC-000360,2024-02-29T21:23:13,Malware Detection,High,true,2024-03-01T15:23:13
INC-000361,2025-05-27T13:22:01,Malware Detection,Medium,false,
INC-000362,2024-06-22T12:08:21,Anomalous Network Traffic,Medium,false,
INC-000363,2025-05-28T06:20:10,Suspicious Firmware Modification,Critical,true,2025-05-31T06:20:10
INC-000364,2024-09-19T16:33:48,Unauthorized Access Attempt,Low,false,
INC-000365,2025-01-20T22:05:15,Configuration Tampering,Low,false,
INC-000366,2025-04-09T22:01:39,Anomalous Network Traffic,Medium,false,
INC-000367,2024-11-26T08:58:10,Anomalous Network Traffic,High,true,2024-11-27T00:58:10
INC-000368,2024-07-06T11:02:09,Denial of Service,Critical,true,2024-07-09T11:02:09
INC-000369,2025-07-02T09:30:39,Anomalous Network Traffic,High,true,2025-07-02T16:30:39
INC-000370,2025-03-17T14:42:32,Suspicious Firmware Modification,High,true,2025-03-19T00:42:32
INC-000371,2025-04-14T13:42:00,Anomalous Network Traffic,Critical,true,2025-04-15T23:42:00
INC-000372,2026-04-15T05:15:00,Configuration Tampering,Low,false,
INC-000373,2024-01-08T20:41:17,Suspicious Firmware Modification,Critical,true,2024-01-10T12:41:17
INC-000374,2025-05-18T19:21:52,Malware Detection,Low,false,
INC-000375,2024-12-04T01:58:34,Configuration Tampering,Low,false,
INC-000376,2025-05-20T17:51:46,Anomalous Network Traffic,Critical,true,2025-05-23T16:51:46
INC-000377,2026-01-27T14:41:56,Suspicious Firmware Modification,Critical,true,2026-01-27T18:41:56
INC-000378,2024-09-24T04:51:59,Malware Detection,Critical,true,2024-09-24T08:51:59
INC-000379,2025-04-10T02:18:10,Unauthorized Access Attempt,High,true,2025-04-13T00:18:10
INC-000380,2025-10-21T11:16:59,Suspicious Firmware Modification,High,true,2025-10-23T02:16:59
INC-000381,2024-07-24T19:36:11,Configuration Tampering,Critical,true,2024-07-25T10:36:11
INC-000382,2026-04-11T10:03:39,Anomalous Network Traffic,Critical,true,2026-04-11T12:03:39
INC-000383,2025-11-15T21:21:52,Malware Detection,Medium,false,
INC-000384,2024-07-07T11:17:00,Denial of Service,Low,false,
INC-000385,2026-02-19T07:59:04,Configuration Tampering,Low,false,
INC-000386,2025-10-01T02:39:17,Suspicious Firmware Modification,High,true,2025-10-01T10:39:17
INC-000387,2024-11-01T05:34:34,Unauthorized Access Attempt,Medium,false,
INC-000388,2026-01-17T17:58:41,Malware Detection,Medium,false,
INC-000389,2024-10-02T02:46:03,Denial of Service,High,true,2024-10-02T09:46:03
INC-000390,2024-04-27T04:43:46,Suspicious Firmware Modification,Low,false,
INC-000391,2024-01-14T00:01:20,Suspicious Firmware Modification,Medium,false,
INC-000392,2026-04-28T06:31:21,Denial of Service,Medium,false,
INC-000393,2026-02-03T08:26:06,Configuration Tampering,High,true,2026-02-05T10:26:06
INC-000394,2024-01-26T06:37:21,Suspicious Firmware Modification,High,true,2024-01-27T21:37:21
INC-000395,2024-06-13T03:03:12,Suspicious Firmware Modification,Low,false,
INC-000396,2024-06-23T07:53:27,Unauthorized Access Attempt,High,true,2024-06-24T21:53:27
INC-000397,2025-06-25T19:08:58,Anomalous Network Traffic,Critical,true,2025-06-26T17:08:58
INC-000398,2024-02-06T18:08:10,Malware Detection,High,true,2024-02-07T06:08:10
INC-000399,2025-12-19T09:05:28,Configuration Tampering,Critical,true,2025-12-22T01:05:28
INC-000400,2025-08-31T05:25:49,Configuration Tampering,Critical,true,2025-09-02T19:25:49
INC-000401,2025-06-30T19:09:52,Configuration Tampering,Critical,true,2025-07-01T11:09:52
INC-000402,2024-08-14T20:27:00,Unauthorized Access Attempt,Medium,false,
INC-000403,2026-04-09T20:35:22,Unauthorized Access Attempt,Critical,true,2026-04-12T01:35:22
INC-000404,2025-09-21T15:37:55,Malware Detection,High,true,2025-09-22T10:37:55
INC-000405,2024-10-14T13:46:19,Unauthorized Access Attempt,Critical,true,2024-10-15T13:46:19
INC-000406,2024-02-14T03:50:10,Malware Detection,High,true,2024-02-15T16:50:10
INC-000407,2024-11-10T10:41:24,Denial of Service,Low,false,
INC-000408,2025-04-06T11:13:28,Anomalous Network Traffic,Low,false,
INC-000409,2025-08-26T04:32:42,Configuration Tampering,Low,false,
INC-000410,2024-06-29T05:36:44,Anomalous Network Traffic,Critical,true,2024-07-01T05:36:44
INC-000411,2025-03-28T16:30:50,Denial of Service,Low,false,
INC-000412,2025-05-21T21:28:22,Denial of Service,Low,false,
INC-000413,2026-01-10T10:32:02,Anomalous Network Traffic,Low,false,
INC-000414,2024-01-17T20:09:51,Denial of Service,Low,false,
INC-000415,2024-08-07T15:34:54,Malware Detection,Medium,false,
INC-000416,2025-12-05T18:16:52,Denial of Service,Medium,false,
INC-000417,2025-07-27T12:26:42,Denial of Service,High,true,2025-07-28T05:26:42
INC-000418,2025-07-30T21:19:08,Denial of Service,Medium,false,
INC-000419,2025-09-24T02:21:53,Unauthorized Access Attempt,Low,false,
INC-000420,2025-10-31T18:39:21,Malware Detection,Critical,true,2025-11-01T05:39:21
INC-000421,2025-12-06T22:14:17,Anomalous Network Traffic,Medium,false,
INC-000422,2024-05-21T16:39:00,Malware Detection,Low,false,
INC-000423,2025-07-11T04:08:33,Anomalous Network Traffic,Low,false,
INC-000424,2025-06-18T19:10:17,Suspicious Firmware Modification,Low,false,
INC-000425,2024-03-11T01:30:18,Malware Detection,Low,false,
INC-000426,2024-04-18T16:50:40,Unauthorized Access Attempt,High,true,2024-04-19T18:50:40
INC-000427,2025-10-22T02:57:40,Suspicious Firmware Modification,High,true,2025-10-24T17:57:40
INC-000428,2024-04-10T10:52:46,Configuration Tampering,Low,false,
INC-000429,2024-03-02T10:14:12,Suspicious Firmware Modification,High,true,2024-03-04T05:14:12
INC-000430,2026-05-09T20:14:04,Suspicious Firmware Modification,Low,false,
INC-000431,2025-10-30T01:33:32,Anomalous Network Traffic,Low,false,
INC-000432,2024-12-23T06:43:16,Unauthorized Access Attempt,Low,false,
INC-000433,2024-07-16T16:35:46,Anomalous Network Traffic,Low,false,
INC-000434,2024-10-09T09:28:18,Malware Detection,Critical,true,2024-10-10T22:28:18
INC-000435,2025-01-20T03:10:13,Configuration Tampering,Low,false,
INC-000436,2024-01-17T01:40:35,Anomalous Network Traffic,Critical,true,2024-01-19T17:40:35
INC-000437,2025-09-25T08:48:52,Denial of Service,Low,false,
INC-000438,2024-01-06T22:07:40,Malware Detection,Critical,true,2024-01-09T17:07:40
INC-000439,2024-08-11T14:27:45,Suspicious Firmware Modification,High,true,2024-08-14T13:27:45
INC-000440,2024-05-01T13:03:27,Suspicious Firmware Modification,Low,false,
INC-000441,2025-09-24T14:11:30,Denial of Service,Low,false,
INC-000442,2026-06-01T22:12:41,Unauthorized Access Attempt,Medium,false,
INC-000443,2025-08-11T05:20:48,Suspicious Firmware Modification,Critical,true,2025-08-12T09:20:48
INC-000444,2024-02-20T07:36:55,Anomalous Network Traffic,Low,false,
INC-000445,2025-02-04T11:32:42,Configuration Tampering,Critical,true,2025-02-05T00:32:42
INC-000446,2024-07-19T23:14:18,Denial of Service,Low,false,
INC-000447,2026-01-15T12:53:15,Configuration Tampering,Critical,true,2026-01-16T06:53:15
INC-000448,2024-08-09T15:14:04,Suspicious Firmware Modification,Low,false,
INC-000449,2024-04-15T11:29:46,Anomalous Network Traffic,Low,false,
INC-000450,2025-02-21T03:15:05,Configuration Tampering,High,true,2025-02-21T10:15:05
INC-000451,2025-03-12T14:43:52,Anomalous Network Traffic,Medium,false,
INC-000452,2025-12-24T08:06:11,Configuration Tampering,Low,false,
INC-000453,2024-11-12T17:49:02,Malware Detection,Low,false,
INC-000454,2025-02-17T03:21:07,Malware Detection,Medium,false,
INC-000455,2024-06-18T09:44:35,Suspicious Firmware Modification,Medium,false,
INC-000456,2024-11-01T13:51:21,Suspicious Firmware Modification,Critical,true,2024-11-02T10:51:21
INC-000457,2024-07-21T19:24:51,Malware Detection,Low,false,
INC-000458,2024-04-29T09:02:00,Anomalous Network Traffic,Critical,true,2024-05-01T00:02:00
INC-000459,2024-10-06T08:19:02,Suspicious Firmware Modification,Critical,true,2024-10-06T16:19:02
INC-000460,2024-01-09T18:23:28,Unauthorized Access Attempt,High,true,2024-01-11T14:23:28
INC-000461,2024-12-28T20:49:59,Suspicious Firmware Modification,High,true,2024-12-29T01:49:59
INC-000462,2025-09-27T19:09:35,Suspicious Firmware Modification,Low,false,
INC-000463,2025-07-18T09:55:38,Anomalous Network Traffic,Low,false,
INC-000464,2025-11-06T00:30:56,Suspicious Firmware Modification,High,true,2025-11-08T18:30:56
INC-000465,2024-10-29T16:07:50,Unauthorized Access Attempt,Critical,true,2024-10-29T21:07:50
INC-000466,2024-12-07T17:28:40,Unauthorized Access Attempt,Medium,false,
INC-000467,2024-11-11T07:43:22,Denial of Service,Medium,false,
