otAssetId,tagNumber,deviceType,firmwareVersion,ipAddress,macAddress,vendor,purdueLevel,isInternetFacing
OTA-001721,FT-4579,Sensor,3.5.2,192.168.28.249,CD:15:9E:E5:0A:C2,Halberd Valve Corporation,1,false
OTA-001722,LT-4581,Sensor,3.8.0,192.168.9.90,AF:D4:67:83:DA:15,Ironclad Controls Inc.,1,false
OTA-001723,PT-4582,Sensor,1.1.8,192.168.30.76,7B:F7:EE:4F:AE:B1,Sentinel Automation Services,0,false
OTA-001724,FT-4584,Sensor,2.8.0,192.168.12.155,B4:B5:FE:B7:FC:DB,Sentinel Automation Services,0,false
OTA-001725,LT-4585,Sensor,2.3.1,192.168.28.20,B3:9B:CE:73:04:4B,Ironclad Controls Inc.,0,false
OTA-001726,TT-4590,Sensor,3.0.7,192.168.26.102,AA:85:95:A6:8C:52,Sentinel Automation Services,1,false
OTA-001727,FT-4598,Sensor,3.4.7,192.168.34.12,C3:9A:DE:CD:22:BA,Ironclad Controls Inc.,1,false
OTA-001728,FT-4601,Sensor,4.1.7,192.168.17.235,9B:0D:8C:03:34:92,Ironclad Controls Inc.,1,false
OTA-001729,FT-4604,Sensor,2.6.7,192.168.12.115,8D:6B:83:CD:34:8E,Halberd Valve Corporation,1,false
OTA-001730,LT-4606,Sensor,3.6.8,192.168.20.227,1C:BE:0E:2F:05:DE,Sentinel Automation Services,1,false
OTA-001731,PT-4609,Sensor,5.3.4,192.168.31.105,C8:92:5E:BE:AB:F7,Halberd Valve Corporation,0,false
OTA-001732,FCV-4611,Positioner/RTU,2.4.3,192.168.17.61,C6:C8:29:E4:F4:BC,Sentinel Automation Services,0,false
OTA-001733,TT-4612,Sensor,4.1.8,192.168.39.117,EE:B0:76:69:FF:6A,Halberd Valve Corporation,0,false
OTA-001734,FCV-4613,Positioner/RTU,3.8.0,192.168.11.122,7B:D9:9B:06:7C:71,Halberd Valve Corporation,1,false
OTA-001735,FT-4620,Sensor,5.6.9,192.168.26.87,4A:B1:37:5B:81:E1,Sentinel Automation Services,1,false
OTA-001736,TT-4622,Sensor,2.2.2,192.168.30.200,12:2A:38:25:C7:FA,Sentinel Automation Services,1,false
OTA-001737,TT-4624,Sensor,4.7.4,192.168.11.124,17:E1:3F:5C:5A:04,Sentinel Automation Services,0,false
OTA-001738,FT-4625,Sensor,3.2.9,192.168.27.125,C9:C5:20:3C:A8:82,Sentinel Automation Services,1,false
OTA-001739,FT-4628,Sensor,5.6.7,192.168.5.94,18:6E:80:DA:69:DE,Halberd Valve Corporation,1,false
OTA-001740,FCV-4629,Positioner/RTU,1.3.0,192.168.2.131,C2:60:08:F1:31:A0,Ironclad Controls Inc.,1,false
OTA-001741,LT-4631,Sensor,4.9.5,192.168.13.33,F5:5B:D5:E1:B2:E2,Ironclad Controls Inc.,0,false
OTA-001742,FCV-4632,Positioner/RTU,1.6.5,192.168.11.2,B9:B7:D7:00:D5:DB,Ironclad Controls Inc.,1,false
OTA-001743,FT-4634,Sensor,1.3.9,192.168.5.106,F8:B4:E9:67:D5:85,Ironclad Controls Inc.,1,false
OTA-001744,LT-4635,Sensor,5.5.7,192.168.8.146,25:DB:FB:94:6C:D9,Halberd Valve Corporation,1,false
OTA-001745,PT-4640,Sensor,3.0.2,192.168.11.150,DE:87:B5:75:90:6C,Ironclad Controls Inc.,0,false
OTA-001746,LT-4643,Sensor,5.6.4,192.168.11.237,B3:35:D3:49:76:08,Sentinel Automation Services,1,false
OTA-001747,LT-4644,Sensor,3.2.9,192.168.8.173,64:CE:3D:7A:A5:AF,Ironclad Controls Inc.,1,false
OTA-001748,PT-4647,Sensor,2.2.5,192.168.6.121,FA:A8:9F:7F:E4:31,Ironclad Controls Inc.,0,false
OTA-001749,LT-4648,Sensor,4.5.3,192.168.28.192,79:C1:3E:C7:5D:FC,Halberd Valve Corporation,1,false
OTA-001750,PT-4653,Sensor,3.9.2,192.168.12.50,92:B6:A2:8E:9A:A7,Ironclad Controls Inc.,1,false
OTA-001751,LT-4654,Sensor,5.6.4,192.168.31.250,97:71:18:BF:4F:B3,Sentinel Automation Services,1,false
OTA-001752,TT-4657,Sensor,4.4.5,192.168.10.74,6B:58:CC:8B:48:36,Halberd Valve Corporation,0,false
OTA-001753,FT-4658,Sensor,1.6.0,192.168.35.234,7F:D6:D9:12:7C:E2,Halberd Valve Corporation,0,false
OTA-001754,FCV-4659,Positioner/RTU,5.3.4,192.168.30.149,DE:85:CA:EF:28:51,Sentinel Automation Services,1,false
OTA-001755,PT-4660,Sensor,2.3.2,192.168.8.105,DA:35:D4:54:E5:79,Sentinel Automation Services,0,false
OTA-001756,TT-4667,Sensor,4.8.6,192.168.3.207,FB:7C:B8:0A:A1:37,Halberd Valve Corporation,0,false
OTA-001757,TT-4669,Sensor,5.3.2,192.168.9.42,9A:D4:22:B1:BB:87,Ironclad Controls Inc.,0,false
OTA-001758,FT-4671,Sensor,1.7.7,192.168.27.227,83:B4:4D:DF:DE:23,Sentinel Automation Services,0,false
OTA-001759,LT-4673,Sensor,2.1.1,192.168.21.140,23:22:22:5B:41:0F,Sentinel Automation Services,0,false
OTA-001760,FT-4681,Sensor,4.7.9,192.168.34.213,19:6A:CA:01:E7:E9,Ironclad Controls Inc.,1,false
OTA-001761,PT-4682,Sensor,3.4.0,192.168.6.242,51:B5:D3:74:6C:0F,Halberd Valve Corporation,1,false
OTA-001762,TT-4684,Sensor,5.7.6,192.168.15.152,E1:ED:43:79:07:C6,Ironclad Controls Inc.,1,false
OTA-001763,PT-4686,Sensor,5.3.6,192.168.5.199,2D:C3:AB:07:87:6C,Halberd Valve Corporation,1,false
OTA-001764,LT-4687,Sensor,2.3.5,192.168.36.82,8B:87:EE:0E:61:19,Halberd Valve Corporation,0,false
OTA-001765,LT-4688,Sensor,5.0.3,192.168.29.87,5A:7D:E2:2A:9C:82,Sentinel Automation Services,1,false
OTA-001766,LT-4691,Sensor,2.3.8,192.168.38.246,C0:A2:63:90:6C:40,Sentinel Automation Services,1,false
OTA-001767,TT-4693,Sensor,4.8.8,192.168.2.236,AC:FD:2E:DB:E5:B2,Ironclad Controls Inc.,1,false
OTA-001768,LT-4694,Sensor,5.8.3,192.168.19.107,41:43:D4:E6:93:28,Sentinel Automation Services,0,false
OTA-001769,PT-4701,Sensor,3.9.8,192.168.12.63,25:16:22:D6:8E:91,Ironclad Controls Inc.,1,false
OTA-001770,TT-4702,Sensor,2.9.5,192.168.36.33,97:5D:B2:A6:96:F0,Sentinel Automation Services,0,false
OTA-001771,FT-4710,Sensor,1.5.6,192.168.28.127,EE:02:2F:9F:D0:63,Sentinel Automation Services,0,false
OTA-001772,FT-4711,Sensor,2.4.8,192.168.4.191,A1:69:97:F5:B9:FD,Sentinel Automation Services,0,false
OTA-001773,FCV-4712,Positioner/RTU,3.8.4,192.168.26.188,20:6D:2D:55:69:E7,Halberd Valve Corporation,0,false
OTA-001774,TT-4717,Sensor,2.8.2,192.168.26.56,1D:BA:D8:18:32:03,Halberd Valve Corporation,1,false
OTA-001775,LT-4718,Sensor,3.8.4,192.168.14.99,C5:47:A6:C2:AD:1C,Ironclad Controls Inc.,1,false
OTA-001776,TT-4722,Sensor,2.6.4,192.168.17.2,DC:A4:27:81:C0:AD,Sentinel Automation Services,1,false
OTA-001777,FT-4725,Sensor,4.4.2,192.168.14.164,DE:34:FC:5B:ED:82,Sentinel Automation Services,0,false
OTA-001778,FCV-4727,Positioner/RTU,4.9.6,192.168.25.212,1E:01:68:AD:E5:89,Ironclad Controls Inc.,1,false
OTA-001779,FT-4730,Sensor,5.9.6,192.168.12.9,01:41:C2:EC:A3:6D,Sentinel Automation Services,1,false
OTA-001780,PT-4731,Sensor,1.4.4,192.168.13.38,E3:CB:E6:EB:C8:34,Halberd Valve Corporation,1,false
OTA-001781,FT-4735,Sensor,5.2.1,192.168.14.226,D7:64:7C:44:25:8A,Halberd Valve Corporation,1,false
OTA-001782,LT-4742,Sensor,1.8.1,192.168.9.121,31:40:25:5F:0C:80,Ironclad Controls Inc.,1,false
OTA-001783,FCV-4743,Positioner/RTU,4.9.9,192.168.28.114,F0:F1:1E:F5:CB:54,Ironclad Controls Inc.,1,false
OTA-001784,FT-4748,Sensor,3.2.1,192.168.38.197,54:99:83:A8:CC:F1,Ironclad Controls Inc.,1,false
OTA-001785,FT-4753,Sensor,5.0.6,192.168.21.175,44:19:4B:2F:C9:FE,Sentinel Automation Services,0,false
OTA-001786,LT-4754,Sensor,5.8.2,192.168.32.70,4A:87:15:03:16:7A,Halberd Valve Corporation,0,false
OTA-001787,TT-4758,Sensor,4.5.9,192.168.36.146,A4:CC:9F:C4:27:2D,Halberd Valve Corporation,1,false
OTA-001788,FT-4760,Sensor,5.4.4,192.168.7.83,2A:71:70:F4:E3:82,Ironclad Controls Inc.,0,false
OTA-001789,FCV-4761,Positioner/RTU,5.0.3,192.168.26.64,58:72:E3:62:CC:F7,Ironclad Controls Inc.,1,false
OTA-001790,FT-4763,Sensor,1.8.9,192.168.14.49,FD:B5:7A:7A:83:0D,Ironclad Controls Inc.,0,false
OTA-001791,LT-4766,Sensor,4.7.6,192.168.13.251,CF:EC:6E:36:4B:25,Halberd Valve Corporation,1,false
OTA-001792,FCV-4768,Positioner/RTU,3.9.0,192.168.24.241,31:2A:06:35:68:28,Ironclad Controls Inc.,0,false
OTA-001793,LT-4773,Sensor,5.1.9,192.168.39.190,A8:50:4C:AB:08:E9,Ironclad Controls Inc.,1,false
OTA-001794,PT-4774,Sensor,4.2.3,192.168.21.225,80:49:04:92:BA:CD,Ironclad Controls Inc.,0,false
OTA-001795,LT-4775,Sensor,4.1.9,192.168.15.180,1F:F5:46:2E:37:31,Halberd Valve Corporation,1,false
OTA-001796,LT-4776,Sensor,3.1.8,192.168.39.15,7D:D3:58:6D:35:2A,Halberd Valve Corporation,0,false
OTA-001797,PT-4778,Sensor,3.2.2,192.168.22.181,6E:1B:D9:94:8F:50,Sentinel Automation Services,1,false
OTA-001798,FT-4780,Sensor,2.5.8,192.168.14.8,99:4F:60:70:B8:5A,Halberd Valve Corporation,0,false
OTA-001799,FT-4785,Sensor,1.3.4,192.168.31.3,8D:F4:C9:E5:E6:D5,Halberd Valve Corporation,0,false
OTA-001800,FT-4786,Sensor,4.0.2,192.168.18.44,9F:6E:5F:30:55:31,Halberd Valve Corporation,1,false
OTA-001801,LT-4791,Sensor,3.7.8,192.168.31.59,38:20:8B:E2:FB:DE,Sentinel Automation Services,1,false
OTA-001802,TT-4793,Sensor,5.3.5,192.168.38.238,4B:6C:94:62:48:3A,Sentinel Automation Services,0,false
OTA-001803,FCV-4799,Positioner/RTU,2.7.9,192.168.26.47,70:0A:B6:55:1A:A3,Halberd Valve Corporation,1,false
OTA-001804,PT-4800,Sensor,1.4.6,192.168.32.158,15:3A:D3:07:B0:88,Sentinel Automation Services,1,false
OTA-001805,PT-4804,Sensor,5.4.0,192.168.20.211,D0:EC:1F:B5:5C:25,Sentinel Automation Services,0,false
OTA-001806,FCV-4805,Positioner/RTU,5.5.9,192.168.29.229,0A:4A:B5:6C:5E:BE,Halberd Valve Corporation,0,false
OTA-001807,FT-4809,Sensor,1.5.3,192.168.35.175,38:13:02:97:62:E7,Halberd Valve Corporation,1,false
OTA-001808,FT-4811,Sensor,1.5.5,192.168.16.241,AD:EF:87:D2:FE:52,Sentinel Automation Services,0,false
OTA-001809,LT-4813,Sensor,1.8.0,192.168.14.193,B5:13:68:6C:36:64,Sentinel Automation Services,0,false
OTA-001810,TT-4818,Sensor,2.5.4,192.168.16.185,ED:10:AB:1F:2D:B6,Ironclad Controls Inc.,1,false
OTA-001811,FCV-4822,Positioner/RTU,2.3.9,192.168.38.96,05:89:B0:B0:F1:3C,Sentinel Automation Services,1,false
OTA-001812,PT-4823,Sensor,3.7.4,192.168.1.95,7C:B1:4C:19:EF:0C,Ironclad Controls Inc.,0,false
OTA-001813,TT-4824,Sensor,3.7.9,192.168.15.224,23:2A:02:22:EE:D8,Sentinel Automation Services,1,false
OTA-001814,LT-4825,Sensor,2.8.5,192.168.29.90,6D:D6:96:42:A0:73,Ironclad Controls Inc.,1,false
OTA-001815,FT-4826,Sensor,4.0.0,192.168.19.55,BE:41:09:CB:A2:C4,Halberd Valve Corporation,0,false
OTA-001816,LT-4831,Sensor,4.1.5,192.168.35.208,9C:43:B3:58:66:43,Ironclad Controls Inc.,0,false
OTA-001817,FCV-4833,Positioner/RTU,1.5.2,192.168.13.207,64:30:89:42:81:6C,Halberd Valve Corporation,0,false
OTA-001818,LT-4841,Sensor,5.9.5,192.168.28.10,36:33:FE:E7:F7:6F,Ironclad Controls Inc.,0,false
OTA-001819,PT-4842,Sensor,2.9.7,192.168.24.46,91:AE:63:60:49:38,Halberd Valve Corporation,0,false
OTA-001820,FT-4848,Sensor,3.6.1,192.168.27.30,C6:73:B0:9A:2C:B6,Halberd Valve Corporation,0,false
OTA-001821,TT-4851,Sensor,5.1.8,192.168.13.134,B3:7C:2A:9D:10:24,Ironclad Controls Inc.,1,false
OTA-001822,TT-4852,Sensor,1.3.2,192.168.7.119,DC:13:23:0E:15:EE,Halberd Valve Corporation,1,false
OTA-001823,FT-4856,Sensor,1.5.2,192.168.38.134,E2:6E:C8:F5:9F:8B,Halberd Valve Corporation,1,false
OTA-001824,FCV-4859,Positioner/RTU,1.7.2,192.168.29.86,C5:A5:D8:AD:B8:76,Sentinel Automation Services,1,false
OTA-001825,FCV-4860,Positioner/RTU,1.5.0,192.168.11.91,EF:E2:AD:0B:2A:33,Ironclad Controls Inc.,1,false
OTA-001826,FT-4863,Sensor,1.6.0,192.168.36.129,18:52:B4:8F:4E:F0,Sentinel Automation Services,1,false
OTA-001827,FCV-4864,Positioner/RTU,5.7.2,192.168.30.171,A6:DB:FF:BA:68:78,Sentinel Automation Services,0,false
OTA-001828,FCV-4865,Positioner/RTU,4.2.3,192.168.17.62,34:F0:06:CC:30:40,Ironclad Controls Inc.,0,false
OTA-001829,FCV-4869,Positioner/RTU,5.9.4,192.168.7.188,88:97:9B:42:08:01,Ironclad Controls Inc.,0,false
OTA-001830,PT-4870,Sensor,1.6.4,192.168.26.171,9E:9A:71:EC:C3:07,Halberd Valve Corporation,1,false
OTA-001831,PT-4877,Sensor,1.0.3,192.168.17.40,30:F4:16:D6:95:A0,Sentinel Automation Services,0,false
OTA-001832,TT-4879,Sensor,5.5.6,192.168.21.68,EA:7B:97:19:B4:3E,Ironclad Controls Inc.,0,false
OTA-001833,PT-4880,Sensor,2.7.6,192.168.19.41,81:26:6A:88:1E:A1,Ironclad Controls Inc.,1,false
OTA-001834,PT-4886,Sensor,3.4.0,192.168.29.159,AF:A3:75:36:47:04,Ironclad Controls Inc.,0,false
OTA-001835,FT-4887,Sensor,4.0.9,192.168.14.13,BB:20:3A:EB:8C:40,Sentinel Automation Services,1,false
OTA-001836,LT-4888,Sensor,5.2.6,192.168.9.162,27:4F:58:E3:69:A4,Ironclad Controls Inc.,1,false
OTA-001837,PT-4890,Sensor,1.0.0,192.168.28.84,DA:F6:73:E5:12:5E,Ironclad Controls Inc.,1,false
OTA-001838,FT-4894,Sensor,2.7.7,192.168.4.234,95:4B:E8:26:44:F5,Sentinel Automation Services,1,false
OTA-001839,TT-4900,Sensor,2.2.5,192.168.25.7,AF:6C:C9:74:E8:8F,Sentinel Automation Services,0,false
OTA-001840,LT-4908,Sensor,5.3.7,192.168.39.143,5B:EA:A7:5A:E2:8E,Sentinel Automation Services,1,false
OTA-001841,FCV-4912,Positioner/RTU,4.2.6,192.168.33.107,67:D8:D5:4E:14:1F,Ironclad Controls Inc.,0,false
OTA-001842,LT-4915,Sensor,3.0.6,192.168.16.121,AB:38:9F:C2:9C:61,Sentinel Automation Services,1,false
OTA-001843,LT-4916,Sensor,3.8.0,192.168.26.94,9F:B5:86:66:40:8D,Sentinel Automation Services,1,false
OTA-001844,TT-4917,Sensor,1.4.4,192.168.38.22,C0:E7:56:A4:6A:83,Sentinel Automation Services,0,false
OTA-001845,LT-4918,Sensor,2.6.5,192.168.36.28,47:22:51:07:7D:61,Sentinel Automation Services,1,false
OTA-001846,TT-4919,Sensor,4.9.8,192.168.21.247,63:98:29:50:8A:46,Halberd Valve Corporation,1,false
OTA-001847,TT-4920,Sensor,1.6.9,192.168.7.40,D5:7A:4B:9B:A7:4D,Sentinel Automation Services,0,false
OTA-001848,FCV-4929,Positioner/RTU,4.3.6,192.168.37.4,68:5F:15:37:63:6E,Ironclad Controls Inc.,0,false
OTA-001849,PT-4935,Sensor,3.6.3,192.168.20.61,F9:E4:92:65:B7:FF,Ironclad Controls Inc.,0,false
OTA-001850,LT-4937,Sensor,1.0.2,192.168.3.242,24:51:E6:01:FA:83,Halberd Valve Corporation,0,false
OTA-001851,PT-4940,Sensor,2.1.7,192.168.39.64,59:0B:D9:2F:D0:29,Halberd Valve Corporation,0,false
OTA-001852,FT-4942,Sensor,2.5.3,192.168.36.143,F6:B1:D0:3A:02:24,Halberd Valve Corporation,1,false
OTA-001853,FCV-4943,Positioner/RTU,3.1.8,192.168.37.84,30:F1:3D:A0:64:A0,Ironclad Controls Inc.,0,false
OTA-001854,TT-4946,Sensor,4.1.2,192.168.11.58,5D:4D:F1:BA:E2:00,Sentinel Automation Services,0,false
OTA-001855,FT-4947,Sensor,4.0.4,192.168.12.107,39:79:72:50:3F:ED,Sentinel Automation Services,1,false
OTA-001856,TT-4950,Sensor,2.7.2,192.168.26.25,E3:98:CF:95:3F:DB,Halberd Valve Corporation,0,false
OTA-001857,PT-4951,Sensor,2.8.8,192.168.7.42,22:2B:75:64:78:76,Ironclad Controls Inc.,1,false
OTA-001858,PT-4953,Sensor,3.1.9,192.168.33.9,9D:31:FE:4E:62:74,Ironclad Controls Inc.,0,false
OTA-001859,FT-4955,Sensor,3.2.7,192.168.12.97,0F:C4:4C:36:20:A2,Ironclad Controls Inc.,0,false
OTA-001860,FCV-4958,Positioner/RTU,1.2.0,192.168.32.67,37:B9:85:09:A7:A8,Sentinel Automation Services,0,false
OTA-001861,TT-4962,Sensor,1.5.1,192.168.10.11,02:7E:DC:25:83:AC,Sentinel Automation Services,1,false
OTA-001862,LT-4966,Sensor,5.9.5,192.168.10.252,A4:C0:F5:83:2C:8E,Ironclad Controls Inc.,1,false
OTA-001863,LT-4971,Sensor,1.0.3,192.168.36.81,B9:18:75:EB:12:43,Ironclad Controls Inc.,1,false
OTA-001864,LT-4973,Sensor,5.6.2,192.168.37.51,CB:36:E0:AA:28:CF,Sentinel Automation Services,1,false
OTA-001865,TT-4975,Sensor,1.5.2,192.168.18.71,94:DD:01:46:50:CB,Halberd Valve Corporation,1,false
OTA-001866,PT-4976,Sensor,2.8.0,192.168.37.177,40:5B:C9:17:10:34,Halberd Valve Corporation,0,false
OTA-001867,FCV-4977,Positioner/RTU,2.0.1,192.168.12.109,5E:7E:F3:7D:9E:4C,Ironclad Controls Inc.,1,false
OTA-001868,FT-4980,Sensor,1.3.3,192.168.29.80,4A:96:A2:9D:23:AB,Sentinel Automation Services,1,false
OTA-001869,PT-4983,Sensor,1.3.6,192.168.13.225,0A:B8:94:F2:85:DF,Sentinel Automation Services,0,false
OTA-001870,TT-4984,Sensor,1.4.8,192.168.35.91,25:B6:52:E0:E9:6A,Ironclad Controls Inc.,0,false
OTA-001871,TT-4985,Sensor,2.0.0,192.168.17.75,64:74:37:B8:6B:BD,Ironclad Controls Inc.,1,false
OTA-001872,LT-4986,Sensor,5.7.9,192.168.40.100,2A:54:A4:86:D4:49,Sentinel Automation Services,0,false
OTA-001873,TT-4988,Sensor,5.7.4,192.168.9.219,7B:5B:47:FF:A7:3A,Halberd Valve Corporation,1,false
OTA-001874,PT-4989,Sensor,3.1.9,192.168.10.245,E2:1F:71:46:4D:70,Ironclad Controls Inc.,0,false
OTA-001875,FCV-4991,Positioner/RTU,1.1.4,192.168.25.66,B6:91:91:BE:60:EA,Halberd Valve Corporation,0,false
OTA-001876,FCV-4993,Positioner/RTU,4.3.0,192.168.20.170,0D:97:D1:54:7D:2A,Ironclad Controls Inc.,0,false
OTA-001877,LT-4996,Sensor,1.3.8,192.168.20.205,F9:C8:0B:E5:E7:57,Sentinel Automation Services,0,false
OTA-001878,TT-4998,Sensor,2.3.5,192.168.15.40,0E:91:2E:93:81:3C,Ironclad Controls Inc.,1,false
OTA-001879,PT-5000,Sensor,4.6.4,192.168.5.200,70:D7:E2:F1:99:47,Sentinel Automation Services,0,false
OTA-001880,FCV-5001,Positioner/RTU,3.1.0,192.168.24.149,3B:4B:B1:0F:84:D6,Sentinel Automation Services,0,false
OTA-001881,LT-5014,Sensor,3.6.9,192.168.4.254,0C:D6:C4:27:99:42,Sentinel Automation Services,0,false
OTA-001882,PT-5016,Sensor,1.0.7,192.168.37.46,45:E2:25:99:63:A1,Sentinel Automation Services,1,false
OTA-001883,FT-5021,Sensor,4.2.8,192.168.11.90,0F:89:19:03:EE:AF,Sentinel Automation Services,1,false
OTA-001884,LT-5022,Sensor,1.9.6,192.168.24.124,1F:92:7F:1A:55:CC,Sentinel Automation Services,0,false
OTA-001885,LT-5025,Sensor,5.6.9,192.168.4.212,51:B8:68:C5:95:2B,Halberd Valve Corporation,0,false
OTA-001886,FCV-5026,Positioner/RTU,1.4.3,192.168.24.226,83:E4:51:1A:7E:E3,Ironclad Controls Inc.,1,false
OTA-001887,TT-5035,Sensor,3.4.7,192.168.4.203,E6:84:F6:62:7B:6E,Sentinel Automation Services,1,false
OTA-001888,TT-5041,Sensor,3.5.4,192.168.19.166,93:1C:A9:E3:3D:F8,Sentinel Automation Services,0,false
OTA-001889,FCV-5042,Positioner/RTU,5.1.7,192.168.22.137,CF:9C:38:33:07:9E,Sentinel Automation Services,1,false
OTA-001890,FT-5045,Sensor,4.9.0,192.168.27.219,9C:3B:C4:40:E6:68,Sentinel Automation Services,1,false
OTA-001891,TT-5046,Sensor,1.2.2,192.168.24.42,63:CC:92:25:FA:C6,Ironclad Controls Inc.,1,false
OTA-001892,LT-5049,Sensor,1.9.0,192.168.12.201,D9:06:44:69:D8:79,Sentinel Automation Services,1,false
OTA-001893,PT-5052,Sensor,2.3.1,192.168.10.219,80:D1:9C:48:71:87,Ironclad Controls Inc.,1,false
OTA-001894,FT-5070,Sensor,5.7.6,192.168.20.132,DB:4B:68:49:DA:04,Ironclad Controls Inc.,1,false
OTA-001895,TT-5071,Sensor,5.5.1,192.168.5.58,4B:A7:74:9F:01:E9,Sentinel Automation Services,1,false
OTA-001896,PT-5073,Sensor,2.3.5,192.168.26.132,FA:19:9D:F9:11:2B,Sentinel Automation Services,1,false
OTA-001897,FT-5074,Sensor,2.4.2,192.168.27.163,1A:AA:DB:3B:E8:59,Sentinel Automation Services,1,false
OTA-001898,FCV-5076,Positioner/RTU,3.7.4,192.168.7.89,5F:8C:E9:C3:C0:78,Ironclad Controls Inc.,1,false
OTA-001899,LT-5077,Sensor,1.0.9,192.168.37.50,25:F4:91:B1:A0:B2,Sentinel Automation Services,1,false
OTA-001900,PT-5080,Sensor,2.4.5,192.168.7.91,73:3F:C9:66:6A:1A,Halberd Valve Corporation,0,false
OTA-001901,FCV-5082,Positioner/RTU,1.4.6,192.168.3.99,79:A4:6F:42:F6:97,Sentinel Automation Services,0,false
OTA-001902,FT-5083,Sensor,3.4.7,192.168.5.134,D9:CF:83:E5:AA:33,Sentinel Automation Services,1,false
OTA-001903,FT-5084,Sensor,2.9.3,192.168.35.248,D2:40:EE:99:2F:CE,Ironclad Controls Inc.,1,false
OTA-001904,TT-5085,Sensor,1.6.0,192.168.23.5,14:36:A9:40:C2:ED,Sentinel Automation Services,1,false
OTA-001905,FCV-5086,Positioner/RTU,3.6.2,192.168.6.221,5A:8C:09:6A:7E:18,Halberd Valve Corporation,0,false
OTA-001906,TT-5094,Sensor,3.9.0,192.168.7.13,DA:B7:72:6E:23:60,Ironclad Controls Inc.,0,false
OTA-001907,LT-5095,Sensor,2.3.9,192.168.12.195,DA:4F:4A:11:E0:89,Ironclad Controls Inc.,0,false
OTA-001908,PT-5098,Sensor,2.2.7,192.168.30.8,F0:A9:42:F4:A1:6F,Halberd Valve Corporation,1,false
OTA-001909,TT-5099,Sensor,4.0.5,192.168.14.118,61:69:9A:2B:AA:92,Halberd Valve Corporation,1,false
OTA-001910,LT-5104,Sensor,2.9.9,192.168.10.171,EC:64:18:44:D1:01,Halberd Valve Corporation,1,false
OTA-001911,LT-5106,Sensor,2.2.5,192.168.5.46,FE:CD:6F:CE:FE:EB,Ironclad Controls Inc.,1,false
OTA-001912,PT-5107,Sensor,1.8.6,192.168.26.53,78:E6:DB:61:F2:11,Sentinel Automation Services,0,false
OTA-001913,PT-5108,Sensor,1.6.5,192.168.4.46,66:8B:6C:27:B6:86,Halberd Valve Corporation,0,false
OTA-001914,FT-5109,Sensor,5.8.8,192.168.20.173,40:50:8C:64:64:4A,Sentinel Automation Services,1,false
OTA-001915,PT-5111,Sensor,4.3.4,192.168.12.232,63:56:46:39:BE:23,Sentinel Automation Services,0,false
OTA-001916,FCV-5113,Positioner/RTU,2.8.4,192.168.21.213,1D:8E:6F:2F:73:99,Sentinel Automation Services,1,false
OTA-001917,PT-5115,Sensor,1.0.9,192.168.20.178,0B:C0:5E:EA:3F:C0,Sentinel Automation Services,1,false
OTA-001918,FCV-5117,Positioner/RTU,2.9.0,192.168.36.110,A7:00:10:B8:CE:BC,Halberd Valve Corporation,1,false
OTA-001919,TT-5119,Sensor,5.5.4,192.168.14.120,3E:A6:8A:56:5D:3F,Ironclad Controls Inc.,1,false
OTA-001920,FCV-5120,Positioner/RTU,5.7.9,192.168.11.210,64:4C:7E:15:0D:B2,Ironclad Controls Inc.,1,false
OTA-001921,FCV-5122,Positioner/RTU,2.4.1,192.168.16.252,D9:0F:29:B6:E4:05,Sentinel Automation Services,0,false
OTA-001922,FT-5124,Sensor,5.7.2,192.168.19.63,80:B7:1D:39:11:C0,Halberd Valve Corporation,1,false
OTA-001923,TT-5125,Sensor,3.4.7,192.168.8.77,D5:F5:63:BE:4B:E1,Halberd Valve Corporation,1,false
OTA-001924,TT-5126,Sensor,5.9.6,192.168.16.98,90:59:6E:5E:B9:F5,Sentinel Automation Services,1,false
OTA-001925,FCV-5133,Positioner/RTU,5.4.9,192.168.36.195,A4:88:F0:36:B3:B2,Sentinel Automation Services,1,false
OTA-001926,LT-5137,Sensor,1.2.0,192.168.1.225,4C:F4:63:81:EB:07,Ironclad Controls Inc.,0,false
OTA-001927,TT-5141,Sensor,5.9.4,192.168.32.227,C2:A5:2A:92:F4:18,Ironclad Controls Inc.,1,false
OTA-001928,FCV-5143,Positioner/RTU,5.8.9,192.168.35.180,D7:55:A3:BB:53:02,Sentinel Automation Services,0,false
OTA-001929,PT-5145,Sensor,3.5.3,192.168.40.36,11:9C:DB:CC:EE:05,Sentinel Automation Services,0,false
OTA-001930,TT-5157,Sensor,2.8.1,192.168.26.207,8B:45:AF:CF:E4:7E,Sentinel Automation Services,1,false
OTA-001931,FT-5159,Sensor,5.7.4,192.168.2.212,2B:12:CF:B0:B0:10,Sentinel Automation Services,1,false
OTA-001932,TT-5161,Sensor,3.6.9,192.168.13.63,96:65:5B:8C:6A:E3,Sentinel Automation Services,1,false
OTA-001933,LT-5162,Sensor,3.6.5,192.168.23.170,EB:88:9B:42:9D:4A,Halberd Valve Corporation,1,false
OTA-001934,FT-5163,Sensor,3.6.0,192.168.1.189,92:44:99:07:D1:CE,Halberd Valve Corporation,0,false
OTA-001935,FCV-5164,Positioner/RTU,2.9.3,192.168.20.114,30:23:63:02:8E:38,Halberd Valve Corporation,1,false
OTA-001936,PT-5165,Sensor,4.2.0,192.168.22.236,D3:AA:EA:AA:83:18,Sentinel Automation Services,1,false
